name,threshold,best.model.step,interpolation.last,extrapolation.last,interpolation.step.solved,extrapolation.step.solved,sparse.error.max,solved,model,operation,seed,size
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s0_h2_z2,1.47861742158438e-5,2790,5.367651922938421e-8,4.97774863106315e-6,27000,44000,0.49324679374694824,TRUE,Linear,$\bm{+}$,0,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s1_h2_z2,1.47861742158438e-5,3638,6.412708586367444e-8,1.0533741487961379e-6,37000,44000,0.8123922348022461,TRUE,Linear,$\bm{+}$,1,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s10_h2_z2,1.47861742158438e-5,3075,1.3501836981788529e-8,1.341748543381982e-6,27000,54000,0.49690020084381104,TRUE,Linear,$\bm{+}$,10,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s11_h2_z2,1.47861742158438e-5,1284,8.336256485108606e-8,2.97884912470181e-6,30000,73000,0.49956199526786804,TRUE,Linear,$\bm{+}$,11,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s12_h2_z2,1.47861742158438e-5,2378,5.2736243816298156e-8,1.954958179339883e-6,30000,64000,0.5329239368438721,TRUE,Linear,$\bm{+}$,12,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s13_h2_z2,1.47861742158438e-5,3854,4.643402817805509e-8,2.45801015807956e-6,29000,56000,0.5890357494354248,TRUE,Linear,$\bm{+}$,13,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s14_h2_z2,1.47861742158438e-5,1810,2.4567951228959828e-8,8.524674512955244e-7,28000,68000,0.6576728820800781,TRUE,Linear,$\bm{+}$,14,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s15_h2_z2,1.47861742158438e-5,4385,5.0631985715199335e-8,1.5183135246843449e-6,29000,64000,0.5118100643157959,TRUE,Linear,$\bm{+}$,15,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s16_h2_z2,1.47861742158438e-5,4421,6.095676496897795e-8,2.4933283384598326e-6,28000,73000,0.5278952121734619,TRUE,Linear,$\bm{+}$,16,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s17_h2_z2,1.47861742158438e-5,4496,5.6927856206812066e-8,7.138897899494623e-7,26000,51000,0.4999602735042572,TRUE,Linear,$\bm{+}$,17,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s18_h2_z2,1.47861742158438e-5,1704,4.709571399530432e-8,3.977605501859216e-6,25000,73000,0.4988428056240082,TRUE,Linear,$\bm{+}$,18,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s19_h2_z2,1.47861742158438e-5,4585,3.254659119988901e-8,3.4045901884383056e-6,29000,49000,0.4961119294166565,TRUE,Linear,$\bm{+}$,19,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s2_h2_z2,1.47861742158438e-5,4437,5.3532385635435276e-8,1.4177030607243069e-6,30000,81000,0.4986056089401245,TRUE,Linear,$\bm{+}$,2,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s20_h2_z2,1.47861742158438e-5,3794,2.168427393201e-8,6.1365221881715115e-6,27000,50000,0.4942091405391693,TRUE,Linear,$\bm{+}$,20,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s21_h2_z2,1.47861742158438e-5,3413,7.070970298173052e-8,2.3662842068006285e-6,26000,51000,0.4964956045150757,TRUE,Linear,$\bm{+}$,21,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s22_h2_z2,1.47861742158438e-5,4781,4.7552742188372576e-8,1.9044085775021813e-6,26000,69000,0.4979114532470703,TRUE,Linear,$\bm{+}$,22,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s23_h2_z2,1.47861742158438e-5,664,4.085378435547682e-8,6.475277700701554e-7,30000,48000,0.5259957313537598,TRUE,Linear,$\bm{+}$,23,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s24_h2_z2,1.47861742158438e-5,986,2.606613058731e-8,3.9939271800903953e-7,26000,55000,0.48480117321014404,TRUE,Linear,$\bm{+}$,24,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s25_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2302,4.625470495511763e-8,1.3750353673458449e-6,26000,76000,0.497842013835907,TRUE,Linear,$\bm{+}$,25,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s26_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2377,8.40215861330762e-8,2.6327313662477536e-6,35000,46000,0.5101990699768066,TRUE,Linear,$\bm{+}$,26,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s27_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,1080,1.3741553672730333e-8,4.484039379804017e-7,28000,65000,0.49960798025131226,TRUE,Linear,$\bm{+}$,27,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s28_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,327,5.81156243129044e-8,1.624074457140523e-6,30000,51000,0.4998447299003601,TRUE,Linear,$\bm{+}$,28,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s29_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2292,5.9123284046336266e-8,9.663446007834864e-7,26000,63000,0.493047833442688,TRUE,Linear,$\bm{+}$,29,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s3_h2_z2,1.47861742158438e-5,2122,5.974386851903546e-8,3.512642933856114e-6,32000,69000,0.837009072303772,TRUE,Linear,$\bm{+}$,3,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s30_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4580,3.8171354077576325e-8,1.722675278870156e-6,29000,75000,0.4999728798866272,TRUE,Linear,$\bm{+}$,30,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s31_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2932,5.597966534764964e-8,1.871366521299933e-6,28000,60000,0.6401300430297852,TRUE,Linear,$\bm{+}$,31,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s32_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4631,4.520648033690122e-8,7.654311957594473e-7,31000,64000,0.6346771717071533,TRUE,Linear,$\bm{+}$,32,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s33_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2133,2.2730388238301202e-8,6.372633265527838e-7,28000,70000,0.8591009378433228,TRUE,Linear,$\bm{+}$,33,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s34_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,1378,6.740577873642906e-8,1.069452082447242e-6,29000,67000,0.7138893604278564,TRUE,Linear,$\bm{+}$,34,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s35_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2270,4.1348464208113e-8,6.906202543177642e-7,25000,65000,0.5134025812149048,TRUE,Linear,$\bm{+}$,35,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s36_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3967,6.826996212794256e-8,2.070518576147151e-6,33000,70000,0.683906078338623,TRUE,Linear,$\bm{+}$,36,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s37_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3340,9.215563068210031e-8,2.643141215230571e-6,27000,86000,0.49907416105270386,TRUE,Linear,$\bm{+}$,37,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s38_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4684,6.344603775687574e-8,3.5381958696234506e-6,26000,39000,0.4994809031486511,TRUE,Linear,$\bm{+}$,38,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s39_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,1698,6.451990230971205e-8,1.3518846344595659e-6,28000,49000,0.49725955724716187,TRUE,Linear,$\bm{+}$,39,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s4_h2_z2,1.47861742158438e-5,3347,3.532842995923602e-8,1.1553237300176988e-6,27000,63000,0.5433653593063354,TRUE,Linear,$\bm{+}$,4,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s40_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2132,3.827912564702274e-8,1.432349222341145e-6,30000,56000,0.49784258008003235,TRUE,Linear,$\bm{+}$,40,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s41_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,1866,4.624279625886629e-8,1.6377204019590863e-6,32000,68000,0.4998599886894226,TRUE,Linear,$\bm{+}$,41,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s42_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3251,5.0681446595035595e-8,2.153213927158504e-6,32000,68000,0.6603864431381226,TRUE,Linear,$\bm{+}$,42,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s43_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,667,4.5884284816111176e-8,4.895914003100188e-7,38000,62000,0.4979000687599182,TRUE,Linear,$\bm{+}$,43,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s44_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2323,3.496299072480724e-8,2.7251890060142614e-6,27000,95000,0.5224645137786865,TRUE,Linear,$\bm{+}$,44,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s45_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2065,2.88558723582355e-8,1.3356300314626424e-6,34000,46000,0.4987505078315735,TRUE,Linear,$\bm{+}$,45,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s46_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,685,5.486478471539158e-8,1.48467552207876e-6,35000,69000,0.4967089891433716,TRUE,Linear,$\bm{+}$,46,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s47_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2627,6.217210568593146e-8,1.4770877214687061e-6,44000,76000,0.499193012714386,TRUE,Linear,$\bm{+}$,47,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s48_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,269,7.672866075836282e-8,3.106478061454254e-6,32000,61000,0.7095568180084229,TRUE,Linear,$\bm{+}$,48,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s49_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3831,3.3734565363374713e-8,3.929900458388147e-7,28000,51000,0.4985296130180359,TRUE,Linear,$\bm{+}$,49,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s5_h2_z2,1.47861742158438e-5,878,8.446327193212255e-9,1.9661279111460317e-6,37000,58000,0.7129683494567871,TRUE,Linear,$\bm{+}$,5,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s50_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2205,6.218444070782425e-8,3.300565822428325e-6,34000,58000,0.5612814426422119,TRUE,Linear,$\bm{+}$,50,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s51_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2734,5.183072193659655e-9,8.285923627227021e-7,30000,86000,0.4990498423576355,TRUE,Linear,$\bm{+}$,51,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s52_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2893,4.5221728584010634e-8,3.7991794670233503e-6,34000,62000,0.49755722284317017,TRUE,Linear,$\bm{+}$,52,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s53_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4381,4.483294446799846e-8,1.3525899476007908e-6,31000,65000,0.4982268810272217,TRUE,Linear,$\bm{+}$,53,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s54_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2539,6.089879178716728e-8,4.528861552444141e-7,27000,64000,0.748910665512085,TRUE,Linear,$\bm{+}$,54,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s55_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,5000,6.103164906789971e-8,1.5382380524897599e-6,28000,48000,0.4964074194431305,TRUE,Linear,$\bm{+}$,55,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s56_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3112,3.8336271046546244e-8,7.79954575591546e-7,35000,72000,0.49819865822792053,TRUE,Linear,$\bm{+}$,56,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s57_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3199,4.209434933954981e-8,9.787320323084714e-7,30000,54000,0.4980098009109497,TRUE,Linear,$\bm{+}$,57,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s58_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3578,2.6064418179316817e-8,3.020732719960506e-6,27000,41000,0.4925042390823364,TRUE,Linear,$\bm{+}$,58,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s59_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2451,4.527654340336085e-8,6.053818992768356e-7,27000,42000,0.49889838695526123,TRUE,Linear,$\bm{+}$,59,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s6_h2_z2,1.47861742158438e-5,643,4.008817455769531e-8,5.393494006966648e-7,26000,51000,0.4974856376647949,TRUE,Linear,$\bm{+}$,6,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s60_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4781,3.1414614909408556e-8,3.941622992442717e-7,30000,73000,0.499631404876709,TRUE,Linear,$\bm{+}$,60,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s61_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3759,5.292389460009872e-8,4.059109414811246e-6,32000,56000,0.5862109661102295,TRUE,Linear,$\bm{+}$,61,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s62_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4499,3.959156558153154e-8,6.619955001951894e-7,28000,51000,0.47905418276786804,TRUE,Linear,$\bm{+}$,62,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s63_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2326,1.4777987722425223e-8,2.0439001673366874e-6,36000,62000,0.4988265633583069,TRUE,Linear,$\bm{+}$,63,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s64_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,1076,3.3326511328368724e-8,6.947465180928702e-7,32000,54000,0.4999155104160309,TRUE,Linear,$\bm{+}$,64,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s65_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3757,4.993860613922152e-8,1.958315806405153e-6,25000,82000,0.4999428987503052,TRUE,Linear,$\bm{+}$,65,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s66_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,1368,4.5228894407500775e-8,1.048908075063082e-6,29000,50000,0.49686044454574585,TRUE,Linear,$\bm{+}$,66,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s67_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4649,1.7425767495637956e-8,6.322372883005301e-7,31000,51000,0.4999248683452606,TRUE,Linear,$\bm{+}$,67,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s68_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2242,4.5019611150109995e-8,1.0542032669036416e-6,34000,49000,0.7031116485595703,TRUE,Linear,$\bm{+}$,68,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s69_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,77,2.912309149394332e-8,4.600996817316627e-6,30000,42000,0.4874972701072693,TRUE,Linear,$\bm{+}$,69,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s7_h2_z2,1.47861742158438e-5,4568,4.531011299491183e-8,1.6402262872361462e-6,26000,62000,0.49983149766921997,TRUE,Linear,$\bm{+}$,7,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s70_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,125,1.5359034932771465e-8,1.7337329154543113e-6,27000,52000,0.4993467926979065,TRUE,Linear,$\bm{+}$,70,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s71_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2213,3.7980555589456344e-8,7.453843977600627e-7,32000,56000,0.6170616149902344,TRUE,Linear,$\bm{+}$,71,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s72_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2016,7.449329331166155e-8,2.452910621286719e-6,27000,98000,0.4993935227394104,TRUE,Linear,$\bm{+}$,72,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s73_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,1950,1.0997868571394065e-7,1.6581717545705033e-6,29000,55000,0.4974137544631958,TRUE,Linear,$\bm{+}$,73,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s74_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4814,7.517284217328779e-8,1.1054469268856337e-6,30000,64000,0.5725915431976318,TRUE,Linear,$\bm{+}$,74,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s75_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2694,3.148510074879596e-8,2.460558789607603e-6,30000,153000,0.499716579914093,TRUE,Linear,$\bm{+}$,75,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s76_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3937,9.83048877856163e-8,3.196844772901386e-6,27000,51000,0.49282336235046387,TRUE,Linear,$\bm{+}$,76,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s77_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2412,6.716276601537174e-8,2.6345733203925192e-6,24000,88000,0.5542911291122437,TRUE,Linear,$\bm{+}$,77,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s78_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4745,6.161717180930282e-8,6.098035214563424e-7,28000,48000,0.5756480693817139,TRUE,Linear,$\bm{+}$,78,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s79_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,2386,3.9074055990795387e-8,5.992872047499986e-7,30000,60000,0.48411452770233154,TRUE,Linear,$\bm{+}$,79,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s8_h2_z2,1.47861742158438e-5,2228,3.550633564941563e-8,7.616797574883094e-7,33000,64000,0.49849987030029297,TRUE,Linear,$\bm{+}$,8,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s80_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,3255,4.000888864652552e-8,6.32675346423639e-6,28000,56000,0.49841564893722534,TRUE,Linear,$\bm{+}$,80,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s81_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,1785,3.043040663897045e-8,2.078913666991866e-6,31000,64000,0.4989876449108124,TRUE,Linear,$\bm{+}$,81,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s82_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4603,2.0476285556014773e-8,1.3743630233875592e-6,29000,48000,0.4968944191932678,TRUE,Linear,$\bm{+}$,82,5001
linear_op-add_oob-c_rs-linear-linear_eps-0_rl-1000000-2000000_r-10-0-1_i-1-2_e-2-6_z-100-0.25-0.5_b128_s83_h2_z2_lr-adam-0.00100-0.0,1.47861742158438e-5,4381,4.5430859074713226e-8,1.6004147482817643e-6,35000,73000,0.5591480731964111,TRUE,Linear,$\bm{+}$,83,5001
