Wall time,Step,Value
1556372767.053934,16809,9.917180061340332
1556372767.121321,16857,9.355133056640625
1556372767.1804302,16899,10.083357810974121
1556372767.415894,17066,9.361709594726562
1556372767.4592068,17097,10.155738830566406
1556372767.731442,17292,8.15445613861084
1556372767.765633,17317,8.666776657104492
1556372767.7959301,17339,8.562392234802246
1556372768.095826,17543,7.566363334655762
1556372768.115683,17557,6.637046813964844
1556372768.1562319,17586,8.390274047851562
1556372768.167499,17594,7.524313926696777
1556372768.82764,18065,7.389816761016846
1556372769.373373,18451,9.429393768310547
1556372770.110843,18958,5.861905574798584
1556372770.3352902,19116,5.413898468017578
1556372770.414714,19169,4.700002193450928
1556372770.5601752,19271,6.105808258056641
1556372770.940595,19531,5.365569591522217
1556372771.0982442,19640,5.12755823135376
1556372771.123714,19654,5.463691711425781
1556372771.2321112,19731,5.815393924713135
1556372771.394091,19846,5.194450855255127
1556372771.541031,19938,5.015449523925781
1556372771.621248,19995,5.813499927520752
1556372771.678439,20035,5.826489448547363
1556372771.70351,20053,5.581217288970947
1556372771.7158852,20062,5.2512736320495605
1556372771.833794,20138,5.717855453491211
1556372771.981337,20244,5.88123083114624
1556372771.994726,20252,5.652978897094727
1556372772.094492,20323,5.349170684814453
1556372772.259457,20440,6.333767414093018
1556372772.3950999,20539,5.8582234382629395
1556372772.396396,20540,6.51918888092041
1556372772.430915,20562,4.680685520172119
1556372772.4534762,20578,5.3225932121276855
1556372772.729965,20779,4.915498733520508
1556372772.73387,20782,5.072412014007568
1556372772.801455,20831,4.806541919708252
1556372772.833822,20855,5.536043167114258
1556372773.16003,21080,5.616598606109619
1556372773.2459068,21144,5.739475250244141
1556372773.3334012,21209,4.582580089569092
1556372773.364609,21232,6.019858360290527
1556372773.482487,21319,4.621615409851074
1556372773.58023,21391,4.741662979125977
1556372773.758394,21523,4.939358234405518
1556372774.233603,21848,4.47106409072876
1556372774.449984,22006,3.5557339191436768
1556372774.776908,22245,3.8926756381988525
1556372774.841065,22292,3.697551965713501
1556372774.892417,22330,4.915643692016602
1556372774.930534,22358,5.034670352935791
1556372775.090945,22472,4.404417991638184
1556372775.595644,22840,4.5258469581604
1556372776.018128,23138,4.863926887512207
1556372776.032724,23148,4.452787399291992
1556372776.0967941,23192,5.4171342849731445
1556372776.134539,23218,5.436720848083496
1556372776.195682,23263,4.722543716430664
1556372776.226457,23286,6.3111348152160645
1556372776.3274188,23361,4.791382312774658
1556372776.4164832,23427,4.626776695251465
1556372776.5684721,23540,4.407681941986084
1556372776.745357,23670,5.769245624542236
1556372776.760017,23681,4.467137813568115
1556372776.786613,23701,4.380372047424316
1556372777.115447,23938,5.137387752532959
1556372777.30922,24079,5.565576553344727
1556372777.400079,24147,4.68650484085083
1556372777.581734,24282,5.613215923309326
1556372777.584398,24284,4.925948619842529
1556372777.635565,24322,5.697654724121094
1556372777.66692,24345,5.43436861038208
1556372778.0470011,24621,5.105799674987793
1556372778.185889,24719,5.554366111755371
1556372778.1966531,24727,4.476200103759766
1556372778.441602,24901,5.226384162902832
1556372778.488308,24934,5.608571529388428
1556372778.59521,25008,4.937612533569336
1556372778.6522508,25047,5.988933086395264
1556372778.775468,25133,4.872253894805908
1556372778.946186,25253,6.182188510894775
1556372779.061099,25332,4.825873374938965
1556372779.152479,25391,5.444000720977783
1556372779.568945,25686,5.584028244018555
1556372779.745756,25812,5.68758487701416
1556372779.794626,25847,5.666214466094971
1556372779.898742,25921,5.366018772125244
1556372780.106169,26066,4.809359550476074
1556372780.141063,26091,4.868798732757568
1556372780.230944,26155,5.276307582855225
1556372780.249932,26169,6.931958198547363
1556372780.4310908,26303,4.902042865753174
1556372780.570583,26403,4.919672966003418
1556372780.664336,26470,4.922574996948242
1556372781.127258,26797,4.617117881774902
1556372781.128923,26798,5.377793312072754
1556372781.1783302,26829,4.939977169036865
1556372781.6353521,27142,5.179202079772949
1556372781.65238,27154,5.930577278137207
1556372781.658358,27158,6.215960502624512
1556372781.6598191,27159,5.322528839111328
1556372781.824425,27274,4.815430641174316
1556372782.144012,27505,5.492709636688232
1556372782.276371,27603,4.667051792144775
1556372782.299358,27620,4.948118686676025
1556372782.3237572,27638,4.971207618713379
1556372782.6086662,27825,4.990306377410889
1556372782.741844,27916,4.606672763824463
1556372782.788217,27950,4.334808826446533
1556372782.812455,27968,4.621910095214844
1556372783.41096,28321,4.863755702972412
1556372783.579539,28438,5.303147315979004
1556372783.599913,28451,4.664069175720215
1556372783.730562,28543,9.58819580078125
1556372783.77476,28572,5.4316487312316895
1556372783.8283389,28611,5.2700042724609375
1556372784.3441558,28970,10.384858131408691
1556372784.381952,28996,5.979801654815674
1556372784.447975,29037,6.272854804992676
1556372784.484292,29062,5.132816314697266
1556372784.704169,29201,4.937816619873047
1556372784.811373,29263,4.556464195251465
1556372785.150303,29471,5.547174453735352
1556372785.172993,29487,5.176035404205322
1556372785.284084,29561,5.216938495635986
1556372785.369212,29611,3.9286279678344727
1556372785.5876732,29747,4.543796062469482
1556372785.6993139,29829,5.729703903198242
1556372785.950177,30005,3.9659948348999023
1556372785.986421,30031,5.181868553161621
1556372786.081803,30092,4.825188636779785
1556372786.1932008,30174,4.708252906799316
1556372786.2917812,30243,5.44072151184082
1556372786.3472042,30284,5.207549571990967
1556372786.405741,30327,5.302485942840576
1556372786.586598,30459,5.411277770996094
1556372786.601357,30470,5.590502738952637
1556372786.795038,30612,4.382070541381836
1556372786.924296,30706,3.8258957862854004
1556372786.943668,30720,5.012119770050049
1556372787.876671,31406,5.488269329071045
1556372787.927615,31443,4.718514442443848
1556372788.274317,31696,5.536810398101807
1556372788.427519,31808,4.774927616119385
1556372788.5270069,31873,5.183004379272461
1556372788.539297,31880,5.069030284881592
1556372788.626562,31936,4.920792102813721
1556372788.640736,31945,4.653947830200195
1556372788.732333,32004,4.965826988220215
1556372788.751369,32017,7.79224967956543
1556372788.973706,32174,5.569389820098877
1556372789.021736,32207,4.710610389709473
1556372789.355757,32435,6.252152442932129
1556372789.500433,32542,5.715096950531006
1556372789.6553679,32657,4.973006248474121
1556372789.7210739,32706,4.777244567871094
1556372789.7974908,32762,5.185581207275391
1556372789.9874072,32894,4.1555562019348145
1556372789.999938,32902,4.964351654052734
1556372790.24256,33034,3.5307695865631104
1556372790.423533,33152,5.30424165725708
1556372790.462398,33179,5.056967735290527
1556372790.465527,33181,5.893998622894287
1556372790.6054158,33271,5.139801025390625
1556372790.7103128,33341,5.250260829925537
1556372790.792945,33375,4.6321210861206055
1556372790.835403,33403,6.483366012573242
1556372791.356401,33728,4.100976467132568
1556372791.370037,33737,4.913590908050537
1556372791.387774,33749,5.577802658081055
1556372791.4189801,33768,4.980795383453369
1556372791.4487412,33785,4.049152374267578
1556372791.53513,33839,5.369831562042236
1556372791.553932,33851,4.6327805519104
1556372791.594364,33876,5.6960930824279785
1556372791.648345,33913,5.207663059234619
1556372791.809691,34017,4.781275749206543
1556372791.843658,34036,4.9953155517578125
1556372792.0400152,34141,7.573314666748047
1556372792.499006,34362,6.7555928230285645
1556372792.532613,34383,7.277536869049072
1556372792.626569,34438,7.369039535522461
1556372792.7650292,34525,7.643280982971191
1556372792.8904462,34599,6.2523603439331055
1556372793.170945,34783,8.482754707336426
1556372794.021097,35333,6.570387363433838
1556372794.050126,35354,6.317883014678955
1556372794.061044,35362,5.033169746398926
1556372794.082485,35377,6.076625823974609
1556372794.233239,35483,6.354312896728516
1556372794.3635058,35573,6.272340774536133
1556372794.639499,35771,7.085176944732666
1556372794.649857,35778,7.713835716247559
1556372794.750119,35849,5.790457248687744
1556372794.8954618,35953,6.117201328277588
1556372794.919608,35970,7.485213756561279
1556372795.015462,36037,7.762567520141602
1556372795.316771,36246,7.509205341339111
1556372795.355583,36275,6.803526878356934
1556372795.837318,36629,7.403752326965332
1556372795.877503,36659,7.415263652801514
1556372795.902999,36678,6.614037036895752
1556372796.023155,36767,7.027668476104736
1556372796.098043,36819,6.458981037139893
1556372796.140346,36850,6.648184299468994
1556372796.217377,36907,6.411642551422119
1556372796.579036,37169,6.837501049041748
1556372796.6244621,37202,6.81072998046875
1556372796.972029,37455,6.4704670906066895
1556372797.018955,37489,5.880377292633057
1556372797.435145,37764,6.100341320037842
1556372797.5893052,37876,5.794506549835205
1556372798.039472,38192,5.9366607666015625
1556372798.113871,38247,5.693398475646973
1556372798.3762429,38439,4.179508686065674
1556372798.39993,38455,6.681458950042725
1556372798.4166,38466,6.281169414520264
1556372798.676617,38642,6.367208003997803
1556372798.763466,38700,4.834806442260742
1556372798.792662,38720,5.738959789276123
1556372798.9707599,38840,7.350769519805908
1556372799.2972212,38981,4.904641151428223
1556372799.356176,39005,5.839792251586914
1556372799.557169,39141,6.7431769371032715
1556372799.696723,39237,6.230116367340088
1556372799.7801049,39296,5.637072563171387
1556372799.7955468,39307,5.607411861419678
1556372800.4837482,39702,6.018078804016113
1556372800.5251021,39730,5.202757358551025
1556372800.599221,39781,4.490079402923584
1556372800.744533,39878,3.9421215057373047
1556372800.789831,39909,6.060372829437256
1556372800.796772,39914,4.727932453155518
1556372800.9450638,40020,4.311761856079102
1556372801.349098,40296,4.689849853515625
1556372801.631799,40500,5.3023176193237305
1556372801.832164,40647,5.69916296005249
1556372801.8536289,40663,4.293400764465332
1556372801.859143,40667,4.685543537139893
1556372801.9043908,40700,3.5266802310943604
1556372801.931225,40720,4.420543193817139
1556372802.0304298,40793,4.2405195236206055
1556372802.3743129,41040,4.51611328125
1556372802.502605,41128,4.621140956878662
1556372802.6618109,41244,5.822525501251221
1556372802.698189,41271,5.063339710235596
1556372802.794606,41341,5.349959373474121
1556372802.885037,41409,4.743709087371826
1556372802.999983,41491,4.8694353103637695
1556372803.0659258,41539,5.577880382537842
1556372803.08715,41555,5.3193182945251465
1556372803.6992729,41871,4.511935234069824
1556372803.957108,42013,5.126644611358643
1556372804.169429,42134,6.1047587394714355
1556372804.464708,42244,4.92124605178833
1556372804.6466072,42339,5.3607497215271
1556372804.9403808,42450,4.6768012046813965
1556372805.003148,42468,5.006534099578857
1556372805.4433699,42678,4.0731587409973145
1556372806.129092,42964,4.165921688079834
1556372806.165866,42981,4.757267951965332
1556372806.2434912,43020,4.248455047607422
1556372806.783865,43278,4.792746067047119
1556372807.2091148,43518,5.17590856552124
1556372807.281167,43553,4.814327716827393
1556372807.412232,43607,4.8636651039123535
1556372807.461327,43639,6.5997233390808105
1556372807.587334,43711,4.884584903717041
1556372807.6312451,43738,5.451679229736328
1556372807.636699,43742,4.326674938201904
1556372807.756683,43805,5.21626091003418
1556372808.1129758,43980,5.636301517486572
1556372808.1322381,43993,4.891705513000488
1556372808.307478,44073,5.224277973175049
1556372808.317887,44077,5.091669082641602
1556372808.5967948,44113,24.3431396484375
1556372809.044381,44200,5.3824615478515625
1556372809.064426,44207,5.013193130493164
1556372809.189664,44251,6.067625999450684
1556372809.407223,44304,6.753973007202148
1556372810.956791,44585,5.871081352233887
1556372811.1875882,44645,6.45827579498291
1556372811.763818,44802,4.63572359085083
1556372811.806356,44816,5.4924798011779785
1556372812.200437,44964,4.508829116821289
1556372812.514085,45104,5.048230171203613
1556372812.956897,45310,5.380338668823242
1556372812.975258,45319,5.870337963104248
1556372813.082794,45372,5.598095417022705
1556372813.401458,45507,4.750280857086182
1556372813.479525,45543,4.5619659423828125
1556372813.7071948,45658,4.563729763031006
1556372814.0184672,45839,6.376823425292969
1556372814.317315,46033,4.663570404052734
1556372814.404056,46090,5.325801372528076
1556372814.528382,46169,5.376796722412109
1556372814.5811,46205,4.794278621673584
1556372814.7524118,46318,5.056829452514648
1556372814.7746718,46334,4.60064172744751
1556372814.887358,46413,4.505025386810303
1556372815.014715,46499,5.1447296142578125
1556372816.118552,47198,5.236847400665283
1556372816.1817431,47241,3.9882092475891113
1556372816.266749,47301,8.240228652954102
1556372816.294773,47321,6.321308135986328
1556372816.4580119,47437,3.744673252105713
1556372816.532078,47489,4.6074748039245605
1556372816.6162581,47549,4.362174987792969
1556372816.666786,47585,4.533838748931885
1556372816.740692,47638,5.852730751037598
1556372816.770595,47655,5.141017913818359
1556372816.7900548,47669,5.839138984680176
1556372816.823763,47693,5.6029767990112305
1556372816.840906,47705,4.637665271759033
1556372816.896799,47744,4.748293876647949
1556372816.91615,47758,4.929507732391357
1556372817.089652,47882,5.783112049102783
1556372817.1805718,47947,5.416115760803223
1556372817.2117918,47970,3.988069772720337
1556372817.363519,48076,4.693972587585449
1556372817.529846,48181,6.250696182250977
1556372817.600163,48227,4.72340202331543
1556372818.04998,48522,5.816204071044922
1556372818.514005,48844,4.9638190269470215
1556372818.721233,48982,4.077152729034424
1556372819.153614,49272,4.746573448181152
1556372819.227071,49326,4.356705188751221
1556372819.2616231,49351,4.029008388519287
1556372819.448472,49477,4.576211929321289
1556372819.579361,49558,5.657784938812256
1556372819.6723368,49619,5.604361534118652
1556372819.701484,49638,3.992044448852539
1556372820.259862,50006,5.3610358238220215
1556372820.330823,50056,5.115418910980225
1556372820.461206,50149,5.331336498260498
1556372820.4836302,50165,4.943079948425293
1556372820.529611,50195,5.151696681976318
1556372820.65642,50268,4.804049015045166
1556372820.862667,50382,4.832855701446533
1556372821.250968,50629,5.044443607330322
1556372821.259014,50631,5.863397121429443
1556372821.561655,50819,5.0318498611450195
1556372821.823266,50979,5.132104396820068
1556372822.102674,51134,4.009200572967529
1556372822.262603,51227,4.503733158111572
1556372822.352074,51282,4.426232814788818
1556372822.4438798,51342,5.639238357543945
1556372823.043915,51750,5.921082019805908
1556372823.115998,51798,5.5313029289245605
1556372823.1275048,51806,4.792052268981934
1556372823.3567832,51954,4.565961837768555
1556372823.433982,52001,4.334600925445557
1556372823.543791,52067,4.40810489654541
1556372823.817846,52237,5.2500176429748535
1556372823.899742,52292,4.920266151428223
1556372823.990788,52353,3.843837261199951
1556372824.042948,52387,5.812377452850342
1556372824.2322931,52510,4.0185370445251465
1556372824.2603788,52528,4.369624614715576
1556372824.506631,52682,4.4522223472595215
1556372824.821375,52802,5.247987270355225
1556372824.9946299,52906,6.09325647354126
1556372825.073086,52939,5.141156196594238
1556372825.211941,53003,4.416469097137451
1556372825.239295,53013,5.806596755981445
1556372825.392193,53092,5.04095983505249
1556372825.420013,53107,5.80092716217041
1556372826.087282,53401,4.948645114898682
1556372826.110183,53409,5.449004173278809
1556372826.278444,53468,5.0357842445373535
1556372826.309663,53482,5.006250381469727
1556372826.9004002,53706,4.410559177398682
1556372826.925998,53713,4.780733108520508
1556372826.9423192,53717,4.558784484863281
1556372826.949496,53721,5.010196685791016
1556372827.311712,53862,6.678741455078125
1556372827.3824792,53895,6.614574909210205
1556372827.401792,53906,6.003833770751953
1556372827.764572,54072,4.561676025390625
1556372827.793246,54087,5.475917339324951
1556372827.831608,54108,4.866450309753418
1556372827.8571131,54123,5.176298141479492
1556372828.116756,54241,4.725029945373535
1556372828.617268,54466,6.137681484222412
1556372828.926249,54625,4.122054100036621
1556372828.977611,54647,4.46028995513916
1556372829.062515,54691,5.458700180053711
1556372829.13747,54719,4.618616580963135
1556372829.314838,54807,5.627706527709961
1556372829.621322,54937,5.775082588195801
1556372829.714654,54982,4.124550819396973
1556372830.193262,55193,5.317804336547852
1556372830.405644,55299,4.501314640045166
1556372830.409996,55302,5.415505886077881
1556372830.456546,55328,4.791872501373291
1556372830.509832,55359,4.978052616119385
1556372830.815357,55538,5.375332355499268
1556372830.823534,55543,5.730835437774658
1556372830.837982,55551,6.4865336418151855
1556372831.143301,55713,4.151301860809326
1556372831.2598479,55766,4.438045501708984
1556372831.612183,55966,5.360814094543457
1556372831.829584,56091,5.2628493309021
1556372832.199724,56304,7.136808395385742
1556372832.256031,56337,7.047297477722168
1556372832.3295438,56379,6.286630153656006
1556372832.423421,56432,6.250895023345947
1556372832.56917,56507,7.148165702819824
1556372832.596533,56521,6.717487812042236
1556372832.609783,56528,5.610243320465088
1556372832.773807,56608,6.630123138427734
1556372833.128455,56787,6.6583476066589355
1556372833.183176,56820,7.848596096038818
1556372833.566596,56999,6.822044372558594
1556372834.144415,57299,6.518545627593994
1556372834.154755,57305,6.941396236419678
1556372834.4922721,57484,5.603203773498535
1556372835.007982,57760,5.925419807434082
1556372836.068767,58295,6.573852062225342
1556372836.168818,58346,5.9243903160095215
1556372836.34284,58440,7.4161529541015625
1556372836.566485,58556,6.021522521972656
1556372836.672479,58611,7.383546352386475
1556372836.72734,58641,6.381039142608643
1556372836.8622348,58719,5.246118068695068
1556372836.911995,58746,6.040295600891113
1556372836.941422,58763,6.753715991973877
1556372836.9878342,58788,6.001393795013428
1556372837.408441,59014,6.346593856811523
1556372837.4529762,59030,5.753634452819824
1556372837.4615948,59036,6.360771179199219
1556372837.890031,59264,4.775902271270752
1556372837.975765,59311,7.240550518035889
1556372838.180274,59432,6.278756141662598
1556372838.510088,59624,7.4430460929870605
1556372838.537142,59640,5.88053560256958
1556372838.590844,59670,5.703131675720215
1556372838.713496,59737,6.051100730895996
1556372838.7395148,59751,5.109756946563721
1556372839.3892548,60086,5.604608535766602
1556372839.5724852,60179,6.4829840660095215
1556372839.584094,60185,5.908613681793213
1556372839.6365042,60207,6.645900249481201
1556372839.801692,60297,5.794848918914795
1556372840.1427178,60475,6.618927955627441
1556372840.192755,60503,6.87648868560791
1556372840.347521,60596,7.343755722045898
1556372840.479978,60671,5.952133655548096
1556372841.337483,61122,5.817113399505615
1556372841.485992,61205,5.169538497924805
1556372841.615943,61276,4.464646339416504
1556372841.7967591,61373,4.56092643737793
1556372841.820611,61385,4.534119129180908
1556372841.9307,61438,4.84537410736084
1556372842.0855832,61534,5.978075981140137
1556372842.299874,61680,5.134749412536621
1556372843.053083,62139,4.408834457397461
1556372843.194311,62219,4.85053825378418
1556372843.763247,62516,5.734054088592529
1556372843.8229918,62547,5.32975959777832
1556372843.837945,62555,5.243105888366699
1556372844.493288,62874,5.153839111328125
1556372844.793174,63024,4.505218029022217
1556372845.1625931,63220,5.10830020904541
1556372845.4032059,63358,5.0875654220581055
1556372845.5233011,63428,3.921283721923828
1556372845.5258582,63429,5.418152332305908
1556372845.675957,63513,4.898338794708252
1556372845.97211,63671,4.484127998352051
1556372846.172317,63781,5.5046491622924805
1556372846.3412218,63865,4.509385108947754
1556372846.578547,63988,5.768458843231201
1556372846.803008,64098,5.154899597167969
1556372846.952301,64173,4.225067615509033
1556372847.057958,64225,4.334635257720947
1556372847.638749,64511,5.3668012619018555
1556372847.66215,64521,4.683911323547363
1556372847.667042,64523,5.096132755279541
1556372847.9812741,64687,5.574156284332275
1556372848.348862,64889,4.718459129333496
1556372848.526308,64989,5.42360782623291
1556372848.548481,65000,4.188137054443359
1556372848.646976,65054,5.5262861251831055
1556372848.9716978,65245,4.747767448425293
1556372849.02257,65274,4.624238014221191
1556372849.0568268,65292,4.964320182800293
1556372849.208842,65375,5.401635646820068
1556372849.3363662,65450,5.278504371643066
1556372849.388395,65481,3.3373289108276367
1556372849.465539,65527,4.587535858154297
1556372849.592112,65601,4.432404041290283
1556372849.663418,65643,4.894830226898193
1556372849.776576,65709,4.759063243865967
1556372850.136488,65907,4.208600044250488
1556372850.2107992,65948,4.409422874450684
1556372850.405478,66049,4.845348834991455
1556372850.855016,66298,5.095373630523682
1556372851.282114,66534,4.1840033531188965
1556372851.4941592,66647,5.22130012512207
1556372851.750132,66787,4.196467399597168
1556372852.024974,66948,4.520115852355957
1556372852.07164,66976,5.482408046722412
1556372852.155329,67021,4.171324729919434
1556372852.9063838,67440,6.058713912963867
1556372852.97243,67474,4.979739189147949
1556372853.048627,67513,5.134664058685303
1556372854.204418,68263,4.0780134201049805
1556372854.205832,68264,4.000762939453125
1556372854.2327769,68281,4.722655773162842
1556372854.377561,68378,3.428534507751465
1556372854.452299,68429,4.946040630340576
1556372854.5790899,68512,5.657487392425537
1556372854.693464,68590,5.316816806793213
1556372855.2124019,68929,4.950763702392578
1556372855.313021,68988,5.4604082107543945
1556372855.662476,69171,5.060976505279541
1556372855.664873,69172,4.811833381652832
1556372855.689388,69185,5.256279945373535
1556372855.94979,69326,6.034576892852783
1556372856.054469,69376,5.858698844909668
1556372856.2084868,69455,5.006219387054443
1556372856.273289,69476,5.462313652038574
1556372856.63286,69662,4.7102274894714355
1556372856.6808178,69689,4.489387512207031
1556372856.741002,69719,5.786248683929443
1556372856.8932228,69798,6.06588888168335
1556372857.106255,69915,3.8426527976989746
1556372858.1618292,70458,5.05352258682251
1556372858.168532,70462,4.655142307281494
1556372858.227562,70493,4.827942371368408
1556372858.298923,70529,5.8113861083984375
1556372858.392443,70580,4.411482810974121
1556372858.530838,70656,4.651826858520508
1556372858.99546,70915,4.735597610473633
1556372859.143807,70996,4.601171493530273
1556372859.6468549,71272,4.083596229553223
1556372859.722741,71314,4.209275722503662
1556372859.9645288,71428,4.8179802894592285
1556372860.239572,71554,4.806528091430664
1556372860.3019059,71580,5.50299596786499
1556372860.528725,71696,6.151932239532471
1556372860.818677,71850,4.31718635559082
1556372860.922576,71906,6.2061686515808105
1556372861.026012,71957,5.240802764892578
1556372861.066876,71979,5.411919593811035
1556372861.129925,72012,4.494448184967041
1556372861.185506,72037,4.619925498962402
1556372861.503873,72197,4.116495609283447
1556372861.65074,72275,3.4798080921173096
1556372861.688749,72296,4.735685348510742
1556372861.690464,72297,4.578505516052246
